rank,surface,count,share,cum_share,tags
686,라던,11,1.772133586007362e-06,0.999495586340201,
687,지만서도,11,1.772133586007362e-06,0.999497358473787,
688,혀,11,1.772133586007362e-06,0.999499130607373,
689,아다,11,1.772133586007362e-06,0.999500902740959,
690,드라구요,11,1.772133586007362e-06,0.999502674874545,
691,지며,11,1.772133586007362e-06,0.999504447008131,
692,라서요,11,1.772133586007362e-06,0.999506219141717,
693,려나요,11,1.772133586007362e-06,0.9995079912753031,
694,는다거나,11,1.772133586007362e-06,0.9995097634088891,
695,는디,11,1.772133586007362e-06,0.9995115355424751,
696,신데요,11,1.772133586007362e-06,0.9995133076760611,
697,인즉슨,11,1.772133586007362e-06,0.999515079809647,
698,으리요,11,1.772133586007362e-06,0.999516851943233,
699,시여,11,1.772133586007362e-06,0.9995186240768191,
700,우며,11,1.772133586007362e-06,0.9995203962104051,
701,아가,11,1.772133586007362e-06,0.9995221683439911,
702,으란,11,1.772133586007362e-06,0.9995239404775771,
703,녀,11,1.772133586007362e-06,0.9995257126111631,
704,넌,11,1.772133586007362e-06,0.9995274847447492,
705,다더니,10,1.6110305327339656e-06,0.9995290957752818,
706,는다든지,10,1.6110305327339656e-06,0.9995307068058146,
707,우니,10,1.6110305327339656e-06,0.9995323178363473,
708,건데,10,1.6110305327339656e-06,0.9995339288668801,
709,사고,10,1.6110305327339656e-06,0.9995355398974128,
710,으매,10,1.6110305327339656e-06,0.9995371509279455,
711,오신,10,1.6110305327339656e-06,0.9995387619584782,
712,랜다,10,1.6110305327339656e-06,0.999540372989011,
713,은지라,10,1.6110305327339656e-06,0.9995419840195437,
714,어든,10,1.6110305327339656e-06,0.9995435950500765,
715,잡,10,1.6110305327339656e-06,0.9995452060806091,
716,외다,10,1.6110305327339656e-06,0.9995468171111419,
717,료,10,1.6110305327339656e-06,0.9995484281416747,
718,신가,10,1.6110305327339656e-06,0.9995500391722074,
719,사대,10,1.6110305327339656e-06,0.9995516502027402,
720,께요,10,1.6110305327339656e-06,0.9995532612332728,
721,어는,10,1.6110305327339656e-06,0.9995548722638056,
722,멍,10,1.6110305327339656e-06,0.9995564832943383,
723,슴다,10,1.6110305327339656e-06,0.9995580943248711,
724,마따나,10,1.6110305327339656e-06,0.9995597053554038,
725,더란다,10,1.6110305327339656e-06,0.9995613163859366,
726,엉,10,1.6110305327339656e-06,0.9995629274164692,
727,을지언정,10,1.6110305327339656e-06,0.999564538447002,
728,신답니다,10,1.6110305327339656e-06,0.9995661494775347,
729,애,10,1.6110305327339656e-06,0.9995677605080675,
730,다면야,10,1.6110305327339656e-06,0.9995693715386003,
731,밖엔,10,1.6110305327339656e-06,0.9995709825691329,
732,드라,10,1.6110305327339656e-06,0.9995725935996657,
733,다곤,9,1.449927479460569e-06,0.9995740435271452,
734,나면,9,1.449927479460569e-06,0.9995754934546246,
735,서에,9,1.449927479460569e-06,0.999576943382104,
736,러서,9,1.449927479460569e-06,0.9995783933095835,
737,관대,9,1.449927479460569e-06,0.999579843237063,
738,려니까,9,1.449927479460569e-06,0.9995812931645425,
739,라자,9,1.449927479460569e-06,0.9995827430920219,
740,서야,9,1.449927479460569e-06,0.9995841930195014,
741,커녕,9,1.449927479460569e-06,0.9995856429469808,
742,닷,9,1.449927479460569e-06,0.9995870928744602,
743,으리로다,9,1.449927479460569e-06,0.9995885428019398,
744,으신데,9,1.449927479460569e-06,0.9995899927294192,
745,아만,9,1.449927479460569e-06,0.9995914426568987,
746,시요,9,1.449927479460569e-06,0.9995928925843781,
747,더랍니다,9,1.449927479460569e-06,0.9995943425118576,
748,문,9,1.449927479460569e-06,0.999595792439337,
749,던지요,9,1.449927479460569e-06,0.9995972423668165,
750,아지,9,1.449927479460569e-06,0.999598692294296,
751,는다니,9,1.449927479460569e-06,0.9996001422217754,
752,라네,9,1.449927479460569e-06,0.9996015921492549,
753,어지,9,1.449927479460569e-06,0.9996030420767343,
754,어가,9,1.449927479460569e-06,0.9996044920042139,
755,는바,9,1.449927479460569e-06,0.9996059419316933,
756,그러,9,1.449927479460569e-06,0.9996073918591727,
757,인들,9,1.449927479460569e-06,0.9996088417866522,
758,더라구여,9,1.449927479460569e-06,0.9996102917141316,
759,라더니,9,1.449927479460569e-06,0.9996117416416112,
760,뇌,9,1.449927479460569e-06,0.9996131915690906,
761,라요,9,1.449927479460569e-06,0.9996146414965701,
762,다리,9,1.449927479460569e-06,0.9996160914240495,
763,잔,9,1.449927479460569e-06,0.9996175413515289,
764,을걸요,9,1.449927479460569e-06,0.9996189912790084,
765,더랬다,9,1.449927479460569e-06,0.9996204412064879,
766,것,9,1.449927479460569e-06,0.9996218911339674,
767,로고,9,1.449927479460569e-06,0.9996233410614468,
768,지마는,8,1.2888244261871724e-06,0.999624629885873,
769,으소서,8,1.2888244261871724e-06,0.9996259187102992,
770,옵시,8,1.2888244261871724e-06,0.9996272075347253,
771,더면,8,1.2888244261871724e-06,0.9996284963591515,
772,라더라,8,1.2888244261871724e-06,0.9996297851835777,
773,셨으나,8,1.2888244261871724e-06,0.9996310740080039,
774,히다,8,1.2888244261871724e-06,0.9996323628324301,
775,맨,8,1.2888244261871724e-06,0.9996336516568562,
776,셨으리라,8,1.2888244261871724e-06,0.9996349404812824,
777,치만,8,1.2888244261871724e-06,0.9996362293057087,
778,한데,8,1.2888244261871724e-06,0.9996375181301349,
779,리다,8,1.2888244261871724e-06,0.9996388069545611,
780,으셨고,8,1.2888244261871724e-06,0.9996400957789873,
781,으면서도,8,1.2888244261871724e-06,0.9996413846034135,
782,셔야죠,8,1.2888244261871724e-06,0.9996426734278396,
783,느니만,8,1.2888244261871724e-06,0.9996439622522658,
784,어여,8,1.2888244261871724e-06,0.999645251076692,
785,다니까요,8,1.2888244261871724e-06,0.9996465399011182,
786,다고들,8,1.2888244261871724e-06,0.9996478287255444,
787,리온,8,1.2888244261871724e-06,0.9996491175499705,
788,거리,8,1.2888244261871724e-06,0.9996504063743967,
789,라라,8,1.2888244261871724e-06,0.9996516951988229,
790,아아,8,1.2888244261871724e-06,0.9996529840232491,
791,라니요,8,1.2888244261871724e-06,0.9996542728476753,
792,고잉,7,1.1277213729137758e-06,0.9996554005690482,
793,니이까,7,1.1277213729137758e-06,0.9996565282904211,
794,신지라,7,1.1277213729137758e-06,0.999657656011794,
795,으리란,7,1.1277213729137758e-06,0.999658783733167,
796,으셨다는,7,1.1277213729137758e-06,0.9996599114545398,
797,라던데,7,1.1277213729137758e-06,0.9996610391759128,
798,에여,7,1.1277213729137758e-06,0.9996621668972857,
799,습니다는,7,1.1277213729137758e-06,0.9996632946186585,
800,렀으며,7,1.1277213729137758e-06,0.9996644223400315,
801,다기에,7,1.1277213729137758e-06,0.9996655500614045,
802,욜,7,1.1277213729137758e-06,0.9996666777827773,
803,다든가,7,1.1277213729137758e-06,0.9996678055041502,
804,라마,7,1.1277213729137758e-06,0.9996689332255232,
805,치곤,7,1.1277213729137758e-06,0.999670060946896,
806,잖습니까,7,1.1277213729137758e-06,0.999671188668269,
807,는냐,7,1.1277213729137758e-06,0.9996723163896419,
808,는가요,7,1.1277213729137758e-06,0.9996734441110148,
